uid,tercio,n_estados,taxa_acordo,js_medio,js_pond
B97BD820-ED46-457B-BA8E-6BA33688F8B8,2,45,0.9333333333333333,0.06666666457733014,0.08328234855510146
B97BD820-ED46-457B-BA8E-6BA33688F8B8,3,68,0.75,0.13327717778210926,0.1209495015179132
57B81508-EAB3-4BD5-B9F1-646FD266AC9F,2,108,0.9351851851851852,0.0456836500313387,0.05767358867694078
57B81508-EAB3-4BD5-B9F1-646FD266AC9F,3,137,0.9124087591240876,0.05742823700327923,0.06027073249034017
477DAAF7-7AE9-4D9A-9B81-48469FC518E2,1,97,0.9484536082474226,0.05154638998587357,0.06948885458105686
477DAAF7-7AE9-4D9A-9B81-48469FC518E2,2,89,0.898876404494382,0.07016980091714745,0.06356049513930097
477DAAF7-7AE9-4D9A-9B81-48469FC518E2,3,67,0.8805970149253731,0.11940298133253159,0.11590547849548247
8ae91307ab554e366b78ddd9fbf579dc,3,374,0.8609625668449198,0.10996876578387521,0.10013160877371718
e463bbd4a66cd342127ff8eaf627bb86,2,57,0.9473684210526315,0.0405487376649385,0.03986887793298259
FD48BDCB-C57F-4CED-A4BC-B87EF73B0234,1,138,0.644927536231884,0.15044985943012257,0.15229916156782103
FD48BDCB-C57F-4CED-A4BC-B87EF73B0234,2,82,0.6463414634146342,0.17167917186991638,0.17620925945781712
a49288fd46dfd23b515ced29078c22b8,1,134,0.9552238805970149,0.03963640263344292,0.04137325684697384
a49288fd46dfd23b515ced29078c22b8,2,113,0.9469026548672567,0.040907576051353894,0.0458389509612127
a49288fd46dfd23b515ced29078c22b8,3,117,0.9230769230769231,0.06515005128019526,0.06946225441256436
250e7f3f7f4652464cc87a5fda9a61d0,1,40,0.95,0.032781951956038564,0.028345604052453937
5697B6FA-2341-40BB-9F2B-BF0DF68224A1,1,409,0.8581907090464548,0.08994273186754023,0.11847876738958082
5697B6FA-2341-40BB-9F2B-BF0DF68224A1,2,300,0.98,0.01937810184191664,0.018374715868630532
5697B6FA-2341-40BB-9F2B-BF0DF68224A1,3,348,0.9626436781609196,0.0314190632624836,0.03730111871607462
0efdb80984bcc675ee31f00b2e153cd82944ab77,2,208,0.9086538461538461,0.07147917427917751,0.0784158363465017
250e7f3f7f4652464cc87a5fda9a61d0,2,48,0.875,0.06760650782596388,0.0780881683891912
250e7f3f7f4652464cc87a5fda9a61d0,3,66,0.9242424242424242,0.0235816749683023,0.027899931066936928
4c5dba3ec8c9ec1ca40993d719b6474f,1,120,0.9083333333333333,0.05467246351612534,0.054566448351775196
4c5dba3ec8c9ec1ca40993d719b6474f,2,62,0.967741935483871,0.021149646423250686,0.023901570366004096
4c5dba3ec8c9ec1ca40993d719b6474f,3,101,0.9405940594059405,0.05258691042456783,0.04620058068833931
055FC709-632F-4546-97F8-C1CE7E3F5A7B,1,69,0.9565217391304348,0.04347825950695444,0.03061330234343592
055FC709-632F-4546-97F8-C1CE7E3F5A7B,2,51,1.0,0.0,0.0
055FC709-632F-4546-97F8-C1CE7E3F5A7B,3,84,0.9642857142857143,0.019316145093132536,0.021020531907786404
f8941021bd9549390c9af1401363b227,1,403,0.8362282878411911,0.10218418639338332,0.11255001404335417
f8941021bd9549390c9af1401363b227,2,365,0.8712328767123287,0.08252245562631873,0.08750245584539237
4EBEAA6E-E3D4-47C2-AC8C-29E7C3117A19,1,73,0.9726027397260274,0.017962713400569076,0.024611008555349725
4EBEAA6E-E3D4-47C2-AC8C-29E7C3117A19,2,57,0.9824561403508771,0.017543859099297406,0.015326717380601604
4EBEAA6E-E3D4-47C2-AC8C-29E7C3117A19,3,62,0.9354838709677419,0.05340770969179714,0.054592413084241065
6A041EE6-0086-4C07-BBB3-40178457257E,1,143,0.9020979020979021,0.07855859302295687,0.07882884357817531
6A041EE6-0086-4C07-BBB3-40178457257E,2,120,0.9083333333333333,0.08592731496817593,0.12305175166921656
46773e2650b7c33f64ee9927f87d13f3,1,465,0.886021505376344,0.06784744252273378,0.07645677653772534
29613171f3b96340202e9a6c836688c0,1,66,0.7727272727272727,0.14957535814388617,0.14913261384176205
29613171f3b96340202e9a6c836688c0,2,43,0.9302325581395349,0.021717077412669095,0.020972318493060922
29613171f3b96340202e9a6c836688c0,3,87,0.9195402298850575,0.04879439476214044,0.05636358374209213
FD48BDCB-C57F-4CED-A4BC-B87EF73B0234,3,31,0.967741935483871,0.010041229341341624,0.010865286122415293
ae7164287a298c6ec26be830a0028b3f,1,120,0.7416666666666667,0.16971529873113333,0.20558811629622287
ae7164287a298c6ec26be830a0028b3f,2,85,0.9411764705882353,0.03817779248207343,0.040745139638023495
